date,GBP
2014-07-28,0.79055
2014-07-29,0.7924
2014-07-30,0.7917
2014-07-31,0.7928
2014-08-01,0.7961
2014-08-04,0.7972
2014-08-05,0.7939
2014-08-06,0.79285
2014-08-07,0.794
2014-08-08,0.7967
2014-08-11,0.7976
2014-08-12,0.7955
2014-08-13,0.7997
2014-08-14,0.8016
2014-08-15,0.80215
2014-08-18,0.8002
2014-08-19,0.80265
2014-08-20,0.7981
2014-08-21,0.79925
2014-08-22,0.8003
2014-08-25,0.79567
2014-08-26,0.79605
2014-08-27,0.794
2014-08-28,0.7945
2014-08-29,0.7953
2014-09-01,0.79025
2014-09-02,0.7933
2014-09-03,0.79855
2014-09-04,0.7932
2014-09-05,0.79455
2014-09-08,0.80235
2014-09-09,0.8005
2014-09-10,0.80125
2014-09-11,0.7958
2014-09-12,0.7966
2014-09-15,0.79495
2014-09-16,0.7992
2014-09-17,0.7936
2014-09-18,0.7883
2014-09-19,0.7865
2014-09-22,0.7866
2014-09-23,0.786
2014-09-24,0.7823
2014-09-25,0.7804
2014-09-26,0.7807
2014-09-29,0.7827
2014-09-30,0.7773
2014-10-01,0.7782
2014-10-02,0.7824
2014-10-03,0.78525
2014-10-06,0.78575
2014-10-07,0.784
2014-10-08,0.787
2014-10-09,0.7875
2014-10-10,0.7882
2014-10-13,0.788
2014-10-14,0.7945
2014-10-15,0.7957
2014-10-16,0.797
2014-10-17,0.7955
2014-10-20,0.7914
2014-10-21,0.79
2014-10-22,0.7909
2014-10-23,0.7904
2014-10-24,0.7887
2014-10-27,0.7871
2014-10-28,0.7881
2014-10-29,0.79095
2014-10-30,0.7872
2014-10-31,0.78425
2014-11-03,0.78085
2014-11-04,0.7819
2014-11-05,0.7843
2014-11-06,0.78615
2014-11-07,0.7834
2014-11-10,0.7852
2014-11-11,0.7836
2014-11-12,0.788
2014-11-13,0.7912
2014-11-14,0.7944
2014-11-17,0.7989
2014-11-18,0.7994
2014-11-19,0.79965
2014-11-20,0.7989
2014-11-21,0.7921
2014-11-24,0.7916
2014-11-25,0.7929
2014-11-26,0.79095
2014-11-27,0.792
2014-11-28,0.7953
2014-12-01,0.7927
2014-12-02,0.7936
2014-12-03,0.7862
2014-12-04,0.7861
2014-12-05,0.7881
2014-12-08,0.7845
2014-12-09,0.79015
2014-12-10,0.78975
2014-12-11,0.7927
2014-12-12,0.7925
2014-12-15,0.7936
2014-12-16,0.7965
2014-12-17,0.7932
2014-12-18,0.7865
2014-12-19,0.7847
2014-12-22,0.7849
2014-12-23,0.7867
2014-12-24,0.7865
2014-12-29,0.7842
2014-12-30,0.7823
2014-12-31,0.7789
2015-01-02,0.78
2015-01-05,0.7827
2015-01-06,0.7842
2015-01-07,0.7823
2015-01-08,0.7811
2015-01-09,0.7799
2015-01-12,0.7791
2015-01-13,0.7767
2015-01-14,0.7753
2015-01-15,0.7672
2015-01-16,0.7637
2015-01-19,0.7664
2015-01-20,0.7637
2015-01-21,0.7671
2015-01-22,0.7644
2015-01-23,0.7473
2015-01-26,0.74895
2015-01-27,0.74725
2015-01-28,0.7466
2015-01-29,0.74775
2015-01-30,0.7511
2015-02-02,0.7526
2015-02-03,0.75395
2015-02-04,0.7516
2015-02-05,0.7482
2015-02-06,0.7473
2015-02-09,0.7415
2015-02-10,0.742
2015-02-11,0.7396
2015-02-12,0.7376
2015-02-13,0.7401
2015-02-16,0.7421
2015-02-17,0.7434
2015-02-18,0.7372
2015-02-19,0.7379
2015-02-20,0.7348
2015-02-23,0.7352
2015-02-24,0.7344
2015-02-25,0.7328
2015-02-26,0.7301
2015-02-27,0.7278
2015-03-02,0.7294
2015-03-03,0.7276
2015-03-04,0.7259
2015-03-05,0.7251
2015-03-06,0.722
2015-03-09,0.7186
2015-03-10,0.7128
2015-03-11,0.70355
2015-03-12,0.7091
2015-03-13,0.71525
2015-03-16,0.7131
2015-03-17,0.71995
2015-03-18,0.723
2015-03-19,0.7183
2015-03-20,0.7255
2015-03-23,0.7318
2015-03-24,0.7344
2015-03-25,0.7365
2015-03-26,0.7371
2015-03-27,0.7298
2015-03-30,0.7328
2015-03-31,0.7273
2015-04-01,0.7285
2015-04-02,0.7316
2015-04-07,0.7286
2015-04-08,0.7264
2015-04-09,0.7268
2015-04-10,0.7244
2015-04-13,0.7215
2015-04-14,0.7217
2015-04-15,0.7168
2015-04-16,0.7189
2015-04-17,0.7199
2015-04-20,0.71955
2015-04-21,0.7187
2015-04-22,0.7129
2015-04-23,0.717
2015-04-24,0.7159
2015-04-27,0.7162
2015-04-28,0.715
2015-04-29,0.7161
2015-04-30,0.7267
2015-05-04,0.73788
2015-05-05,0.735
2015-05-06,0.7376
2015-05-07,0.7425
2015-05-08,0.728
2015-05-11,0.7196
2015-05-12,0.7164
2015-05-13,0.7174
2015-05-14,0.7231
2015-05-15,0.7211
2015-05-18,0.727
2015-05-19,0.72185
2015-05-20,0.7157
2015-05-21,0.7099
2015-05-22,0.7138
2015-05-25,0.71
2015-05-26,0.7096
2015-05-27,0.707
2015-05-28,0.7124
2015-05-29,0.719
2015-06-01,0.71925
2015-06-02,0.7243
2015-06-03,0.7275
2015-06-04,0.7354
2015-06-05,0.7317
2015-06-08,0.7318
2015-06-09,0.7354
2015-06-10,0.7284
2015-06-11,0.7266
2015-06-12,0.7245
2015-06-15,0.7234
2015-06-16,0.7182
2015-06-17,0.717
2015-06-18,0.7167
2015-06-19,0.7134
2015-06-22,0.7169
2015-06-23,0.7101
2015-06-24,0.7118
2015-06-25,0.7126
2015-06-26,0.7123
2015-06-29,0.7085
2015-06-30,0.7114
2015-07-01,0.70905
2015-07-02,0.7103
2015-07-03,0.7102
2015-07-06,0.708
2015-07-07,0.7077
2015-07-08,0.7173
2015-07-09,0.7176
2015-07-10,0.7208
2015-07-13,0.7115
2015-07-14,0.7084
2015-07-15,0.7045
2015-07-16,0.6981
2015-07-17,0.6983
2015-07-20,0.6971
2015-07-21,0.6987
2015-07-22,0.6982
2015-07-23,0.7044
2015-07-24,0.7069
2015-07-27,0.7127
2015-07-28,0.7074
2015-07-29,0.7053
2015-07-30,0.701
2015-07-31,0.7041
2015-08-03,0.7028
2015-08-04,0.70275
2015-08-05,0.6963
2015-08-06,0.7014
2015-08-07,0.7051
2015-08-10,0.7071
2015-08-11,0.7088
2015-08-12,0.7149
2015-08-13,0.7106
2015-08-14,0.7145
2015-08-17,0.7105
2015-08-18,0.7042
2015-08-19,0.7049
2015-08-20,0.7138
2015-08-21,0.7198
2015-08-24,0.7302
2015-08-25,0.729
2015-08-26,0.7314
2015-08-27,0.7312
2015-08-28,0.7321
2015-08-31,0.72753
2015-09-01,0.7328
2015-09-02,0.7369
2015-09-03,0.7345
2015-09-04,0.7315
2015-09-07,0.73035
2015-09-08,0.7244
2015-09-09,0.7251
2015-09-10,0.72655
2015-09-11,0.7306
2015-09-14,0.7334
2015-09-15,0.7346
2015-09-16,0.72665
2015-09-17,0.72865
2015-09-18,0.7298
2015-09-21,0.7243
2015-09-22,0.7223
2015-09-23,0.7297
2015-09-24,0.7387
2015-09-25,0.73475
2015-09-28,0.7352
2015-09-29,0.7391
2015-09-30,0.7385
2015-10-01,0.7367
2015-10-02,0.7358
2015-10-05,0.7402
2015-10-06,0.7399
2015-10-07,0.7358
2015-10-08,0.7366
2015-10-09,0.7407
2015-10-12,0.7401
2015-10-13,0.748
2015-10-14,0.7418
2015-10-15,0.7397
2015-10-16,0.7356
2015-10-19,0.7317
2015-10-20,0.7352
2015-10-21,0.7349
2015-10-22,0.7314
2015-10-23,0.71955
2015-10-26,0.7184
2015-10-27,0.7214
2015-10-28,0.7248
2015-10-29,0.7167
2015-10-30,0.7182
2015-11-02,0.7132
2015-11-03,0.71315
2015-11-04,0.7094
2015-11-05,0.7126
2015-11-06,0.71765
2015-11-09,0.7141
2015-11-10,0.7084
2015-11-11,0.706
2015-11-12,0.7064
2015-11-13,0.70705
2015-11-16,0.7058
2015-11-17,0.7017
2015-11-18,0.7009
2015-11-19,0.6998
2015-11-20,0.701
2015-11-23,0.7025
2015-11-24,0.7062
2015-11-25,0.70175
2015-11-26,0.7028
2015-11-27,0.7029
2015-11-30,0.7048
2015-12-01,0.7036
2015-12-02,0.7059
2015-12-03,0.7122
2015-12-04,0.7201
2015-12-07,0.7177
2015-12-08,0.7271
2015-12-09,0.7251
2015-12-10,0.7235
2015-12-11,0.7224
2015-12-14,0.726
2015-12-15,0.7252
2015-12-16,0.7283
2015-12-17,0.7266
2015-12-18,0.72666
2015-12-21,0.72985
2015-12-22,0.7362
2015-12-23,0.733
2015-12-24,0.7342
2015-12-28,0.73535
2015-12-29,0.74005
2015-12-30,0.73799
2015-12-31,0.73395
2016-01-04,0.7381
2016-01-05,0.73235
2016-01-06,0.7344
2016-01-07,0.74545
2016-01-08,0.74519
2016-01-11,0.74705
2016-01-12,0.7508
2016-01-13,0.7502
2016-01-14,0.75703
2016-01-15,0.7615
2016-01-18,0.76263
2016-01-19,0.76473
2016-01-20,0.77
2016-01-21,0.77182
2016-01-22,0.75459
2016-01-25,0.7589
2016-01-26,0.76095
2016-01-27,0.75965
2016-01-28,0.76228
2016-01-29,0.7641
2016-02-01,0.761
2016-02-02,0.7586
2016-02-03,0.7533
2016-02-04,0.76595
2016-02-05,0.76975
2016-02-08,0.7724
2016-02-09,0.77945
2016-02-10,0.77328
2016-02-11,0.7874
2016-02-12,0.77735
2016-02-15,0.772
2016-02-16,0.7758
2016-02-17,0.77835
2016-02-18,0.77143
2016-02-19,0.77715
2016-02-22,0.78243
2016-02-23,0.77985
2016-02-24,0.78935
2016-02-25,0.7892
2016-02-26,0.78745
2016-02-29,0.7858
2016-03-01,0.778
2016-03-02,0.7741
2016-03-03,0.77435
2016-03-04,0.77483
2016-03-07,0.77438
2016-03-08,0.77608
2016-03-09,0.77135
2016-03-10,0.76728
2016-03-11,0.77595
2016-03-14,0.77428
2016-03-15,0.78358
2016-03-16,0.7873
2016-03-17,0.78218
2016-03-18,0.77855
2016-03-21,0.78303
2016-03-22,0.7879
2016-03-23,0.78985
2016-03-24,0.78938
2016-03-29,0.7845
2016-03-30,0.7858
2016-03-31,0.79155
2016-04-01,0.7989
2016-04-04,0.79738
2016-04-05,0.8016
2016-04-06,0.80808
2016-04-07,0.80728
2016-04-08,0.8073
2016-04-11,0.8006
2016-04-12,0.7984
2016-04-13,0.79388
2016-04-14,0.7956
2016-04-15,0.79575
2016-04-18,0.7978
2016-04-19,0.78975
2016-04-20,0.791
2016-04-21,0.78693
2016-04-22,0.78335
2016-04-25,0.7764
2016-04-26,0.77483
2016-04-27,0.77475
2016-04-28,0.77838
2016-04-29,0.78025
2016-05-02,0.78248
2016-05-03,0.79103
2016-05-04,0.79284
2016-05-05,0.7886
2016-05-06,0.7885
2016-05-09,0.78998
2016-05-10,0.7876
2016-05-11,0.78958
2016-05-12,0.78888
2016-05-13,0.78758
2016-05-16,0.788
2016-05-17,0.7815
2016-05-18,0.77485
2016-05-19,0.76585
2016-05-20,0.77008
2016-05-23,0.77443
2016-05-24,0.76513
2016-05-25,0.75925
2016-05-26,0.7597
2016-05-27,0.76245
2016-05-30,0.76125
2016-05-31,0.76185
2016-06-01,0.77358
2016-06-02,0.77335
2016-06-03,0.77285
2016-06-06,0.7872
2016-06-07,0.7788
2016-06-08,0.78048
2016-06-09,0.78438
2016-06-10,0.7848
2016-06-13,0.79515
2016-06-14,0.79478
2016-06-15,0.79158
2016-06-16,0.79033
2016-06-17,0.7877
2016-06-20,0.77375
2016-06-21,0.76755
2016-06-22,0.76793
2016-06-23,0.76595
2016-06-24,0.8075
2016-06-27,0.834
2016-06-28,0.8272
2016-06-29,0.8255
2016-06-30,0.8265
2016-07-01,0.8383
2016-07-04,0.83905
2016-07-05,0.84997
2016-07-06,0.853
2016-07-07,0.85085
2016-07-08,0.85243
2016-07-11,0.85097
2016-07-12,0.84275
2016-07-13,0.83398
2016-07-14,0.83311
2016-07-15,0.83275
2016-07-18,0.83372
2016-07-19,0.8395
2016-07-20,0.83605
2016-07-21,0.83595
2016-07-22,0.84108
2016-07-25,0.8367
2016-07-26,0.8371
2016-07-27,0.83875
2016-07-28,0.8422
2016-07-29,0.844
2016-08-01,0.8454
2016-08-02,0.8431
2016-08-03,0.8391
2016-08-04,0.84603
2016-08-05,0.8481
2016-08-08,0.84955
2016-08-09,0.85399
2016-08-10,0.85541
2016-08-11,0.86038
2016-08-12,0.8605
2016-08-15,0.86677
2016-08-16,0.8706
2016-08-17,0.8664
2016-08-18,0.86073
2016-08-19,0.86537
2016-08-22,0.8624
2016-08-23,0.85995
2016-08-24,0.8513
2016-08-25,0.8557
2016-08-26,0.8545
2016-08-29,0.85476
2016-08-30,0.8517
2016-08-31,0.84806
2016-09-01,0.8405
2016-09-02,0.8426
2016-09-05,0.83643
2016-09-06,0.83535
2016-09-07,0.83968
2016-09-08,0.8456
2016-09-09,0.84558
2016-09-12,0.84475
2016-09-13,0.84763
2016-09-14,0.85078
2016-09-15,0.85198
2016-09-16,0.85203
2016-09-19,0.855
2016-09-20,0.86213
2016-09-21,0.85693
2016-09-22,0.85925
2016-09-23,0.86435
2016-09-26,0.8709
2016-09-27,0.86413
2016-09-28,0.86208
2016-09-29,0.86138
2016-09-30,0.86103
2016-10-03,0.87318
2016-10-04,0.8754
2016-10-05,0.88155
2016-10-06,0.88323
2016-10-07,0.90353
2016-10-10,0.9007
2016-10-11,0.90233
2016-10-12,0.8999
2016-10-13,0.9043
2016-10-14,0.8991
2016-10-17,0.90485
2016-10-18,0.89565
2016-10-19,0.89338
2016-10-20,0.89568
2016-10-21,0.8932
2016-10-24,0.89015
2016-10-25,0.88998
2016-10-26,0.89465
2016-10-27,0.89158
2016-10-28,0.89905
2016-10-31,0.9005
2016-11-01,0.90173
2016-11-02,0.90063
2016-11-03,0.88658
2016-11-04,0.88808
2016-11-07,0.8904
2016-11-08,0.89088
2016-11-09,0.8903
2016-11-10,0.87785
2016-11-11,0.86133
2016-11-14,0.85985
2016-11-15,0.86638
2016-11-16,0.8611
2016-11-17,0.86055
2016-11-18,0.86218
2016-11-21,0.85725
2016-11-22,0.85423
2016-11-23,0.85393
2016-11-24,0.848
2016-11-25,0.85182
2016-11-28,0.85303
2016-11-29,0.84815
2016-11-30,0.8525
2016-12-01,0.84098
2016-12-02,0.84303
2016-12-05,0.84168
2016-12-06,0.8421
2016-12-07,0.85095
2016-12-08,0.84995
2016-12-09,0.83935
2016-12-12,0.839
2016-12-13,0.83488
2016-12-14,0.83963
2016-12-15,0.83598
2016-12-16,0.8389
2016-12-19,0.8414
2016-12-20,0.83978
2016-12-21,0.8424
2016-12-22,0.84645
2016-12-23,0.85278
2016-12-27,0.853
2016-12-28,0.85128
2016-12-29,0.853
2016-12-30,0.85618
2017-01-02,0.8514
2017-01-03,0.84565
2017-01-04,0.84945
2017-01-05,0.8544
2017-01-06,0.85648
2017-01-09,0.8666
2017-01-10,0.8694
2017-01-11,0.86725
2017-01-12,0.86843
2017-01-13,0.87548
2017-01-16,0.87808
2017-01-17,0.8679
2017-01-18,0.86833
2017-01-19,0.86555
2017-01-20,0.86595
2017-01-23,0.86148
2017-01-24,0.8635
2017-01-25,0.85323
2017-01-26,0.85143
2017-01-27,0.8517
2017-01-30,0.84935
2017-01-31,0.86105
2017-02-01,0.85418
2017-02-02,0.86068
2017-02-03,0.86013
2017-02-06,0.8595
2017-02-07,0.8633
2017-02-08,0.85315
2017-02-09,0.8509
2017-02-10,0.8529
2017-02-13,0.8489
2017-02-14,0.85098
2017-02-15,0.84998
2017-02-16,0.8511
2017-02-17,0.8572
2017-02-20,0.85145
2017-02-21,0.8486
2017-02-22,0.8445
2017-02-23,0.84628
2017-02-24,0.84503
2017-02-27,0.8528
2017-02-28,0.85305
2017-03-01,0.8555
2017-03-02,0.8556
2017-03-03,0.86355
2017-03-06,0.863
2017-03-07,0.8671
2017-03-08,0.86753
2017-03-09,0.86653
2017-03-10,0.8725
2017-03-13,0.87258
2017-03-14,0.87563
2017-03-15,0.87073
2017-03-16,0.8681
2017-03-17,0.86868
2017-03-20,0.86793
2017-03-21,0.86753
2017-03-22,0.8679
2017-03-23,0.86273
2017-03-24,0.866
2017-03-27,0.86403
2017-03-28,0.86455
2017-03-29,0.86385
2017-03-30,0.8618
2017-03-31,0.85553
2017-04-03,0.8526
2017-04-04,0.85623
2017-04-05,0.8551
2017-04-06,0.8559
2017-04-07,0.85573
2017-04-10,0.85335
2017-04-11,0.8533
2017-04-12,0.8484
2017-04-13,0.84763
2017-04-18,0.84375
2017-04-19,0.8343
2017-04-20,0.8392
2017-04-21,0.8372
2017-04-24,0.8483
2017-04-25,0.84928
2017-04-26,0.84903
2017-04-27,0.8442
2017-04-28,0.84473
2017-05-02,0.8452
2017-05-03,0.8444
2017-05-04,0.84765
2017-05-05,0.8471
2017-05-08,0.84465
2017-05-09,0.843
2017-05-10,0.83985
2017-05-11,0.84485
2017-05-12,0.84588
2017-05-15,0.84928
2017-05-16,0.85868
2017-05-17,0.85745
2017-05-18,0.85363
2017-05-19,0.85908
2017-05-22,0.86353
2017-05-23,0.86463
2017-05-24,0.8634
2017-05-25,0.86528
2017-05-26,0.8719
2017-05-29,0.87093
2017-05-30,0.86793
2017-05-31,0.87365
2017-06-01,0.8723
2017-06-02,0.87268
2017-06-05,0.8713
2017-06-06,0.8723
2017-06-07,0.86908
2017-06-08,0.86755
2017-06-09,0.87638
2017-06-12,0.88545
2017-06-13,0.88075
2017-06-14,0.8796
2017-06-15,0.8764
2017-06-16,0.87453
2017-06-19,0.87518
2017-06-20,0.88143
2017-06-21,0.8781
2017-06-22,0.88168
2017-06-23,0.87805
2017-06-26,0.8783
2017-06-27,0.8837
2017-06-28,0.88525
2017-06-29,0.8799
2017-06-30,0.87933
2017-07-03,0.87705
2017-07-04,0.87805
2017-07-05,0.87735
2017-07-06,0.88013
2017-07-07,0.88488
2017-07-10,0.88443
2017-07-11,0.88318
2017-07-12,0.88925
2017-07-13,0.88215
2017-07-14,0.87983
2017-07-17,0.87755
2017-07-18,0.8878
2017-07-19,0.88485
2017-07-20,0.88718
2017-07-21,0.8961
2017-07-24,0.8935
2017-07-25,0.89395
2017-07-26,0.89275
2017-07-27,0.88978
2017-07-28,0.89568
2017-07-31,0.8942
2017-08-01,0.8944
2017-08-02,0.89425
2017-08-03,0.90318
2017-08-04,0.9028
2017-08-07,0.90435
2017-08-08,0.90678
2017-08-09,0.90338
2017-08-10,0.90303
2017-08-11,0.90645
2017-08-14,0.90935
2017-08-15,0.91145
2017-08-16,0.90993
2017-08-17,0.90895
2017-08-18,0.91188
2017-08-21,0.91318
2017-08-22,0.91713
2017-08-23,0.92133
2017-08-24,0.92
2017-08-25,0.92083
2017-08-28,0.92328
2017-08-29,0.92965
2017-08-30,0.92246
2017-08-31,0.91973
2017-09-01,0.92075
2017-09-04,0.91855
2017-09-05,0.9174
2017-09-06,0.91428
2017-09-07,0.91403
2017-09-08,0.91268
2017-09-11,0.90775
2017-09-12,0.89878
2017-09-13,0.90243
2017-09-14,0.89123
2017-09-15,0.88043
2017-09-18,0.88253
2017-09-19,0.88622
2017-09-20,0.8868
2017-09-21,0.8824
2017-09-22,0.88155
2017-09-25,0.87938
2017-09-26,0.87775
2017-09-27,0.87565
2017-09-28,0.87635
2017-09-29,0.88178
2017-10-02,0.88418
2017-10-03,0.88793
2017-10-04,0.88768
2017-10-05,0.89153
2017-10-06,0.89535
2017-10-09,0.89195
2017-10-10,0.8941
2017-10-11,0.8971
2017-10-12,0.90235
2017-10-13,0.8898
2017-10-16,0.88753
2017-10-17,0.89148
2017-10-18,0.89283
2017-10-19,0.89815
2017-10-20,0.89623
2017-10-23,0.8909
2017-10-24,0.89303
2017-10-25,0.88883
2017-10-26,0.8901
2017-10-27,0.88633
2017-10-30,0.8798
2017-10-31,0.87853
2017-11-01,0.87385
2017-11-02,0.8869
2017-11-03,0.88923
2017-11-06,0.8839
2017-11-07,0.88038
2017-11-08,0.88405
2017-11-09,0.88633
2017-11-10,0.8837
2017-11-13,0.89018
2017-11-14,0.89585
2017-11-15,0.8991
2017-11-16,0.89183
2017-11-17,0.89385
2017-11-20,0.8894
2017-11-21,0.88498
2017-11-22,0.8881
2017-11-23,0.89005
2017-11-24,0.8912
2017-11-27,0.89375
2017-11-28,0.89538
2017-11-29,0.88293
2017-11-30,0.87985
2017-12-01,0.88115
2017-12-04,0.87725
2017-12-05,0.88183
2017-12-06,0.88335
2017-12-07,0.88068
2017-12-08,0.87525
2017-12-11,0.8825
2017-12-12,0.88068
2017-12-13,0.87905
2017-12-14,0.88163
2017-12-15,0.88253
2017-12-18,0.88208
2017-12-19,0.885
2017-12-20,0.8832
2017-12-21,0.88763
2017-12-22,0.88568
2017-12-27,0.88593
2017-12-28,0.88768
2017-12-29,0.88723
2018-01-02,0.88953
2018-01-03,0.8864
2018-01-04,0.89103
2018-01-05,0.88883
2018-01-08,0.88413
2018-01-09,0.8827
2018-01-10,0.8867
2018-01-11,0.89075
2018-01-12,0.88983
2018-01-15,0.89043
2018-01-16,0.8886
2018-01-17,0.88568
2018-01-18,0.88208
2018-01-19,0.88365
2018-01-22,0.88085
2018-01-23,0.8783
2018-01-24,0.87183
2018-01-25,0.87038
2018-01-26,0.87335
2018-01-29,0.8794
2018-01-30,0.8793
2018-01-31,0.8791
2018-02-01,0.8752
2018-02-02,0.8785
2018-02-05,0.88568
2018-02-06,0.88885
2018-02-07,0.88675
2018-02-08,0.87513
2018-02-09,0.8874
2018-02-12,0.886
2018-02-13,0.88935
2018-02-14,0.8904
2018-02-15,0.8866
2018-02-16,0.88803
2018-02-19,0.8859
2018-02-20,0.88168
2018-02-21,0.88463
2018-02-22,0.88343
2018-02-23,0.8794
2018-02-26,0.8782
2018-02-27,0.884
2018-02-28,0.88415
2018-03-01,0.8852
2018-03-02,0.8932
2018-03-05,0.8907
2018-03-06,0.89165
2018-03-07,0.89513
2018-03-08,0.89465
2018-03-09,0.88893
2018-03-12,0.8859
2018-03-13,0.8865
2018-03-14,0.8863
2018-03-15,0.8848
2018-03-16,0.88253
2018-03-19,0.87593
2018-03-20,0.87715
2018-03-21,0.87403
2018-03-22,0.872
2018-03-23,0.87285
2018-03-26,0.87248
2018-03-27,0.8794
2018-03-28,0.87605
2018-03-29,0.8749
2018-04-03,0.87523
2018-04-04,0.87573
2018-04-05,0.87395
2018-04-06,0.87295
2018-04-09,0.87088
2018-04-10,0.87183
2018-04-11,0.8736
2018-04-12,0.86745
2018-04-13,0.864
2018-04-16,0.86465
2018-04-17,0.8628
2018-04-18,0.87105
2018-04-19,0.86975
2018-04-20,0.87608
2018-04-23,0.8764
2018-04-24,0.87468
2018-04-25,0.8738
2018-04-26,0.871
2018-04-27,0.877
2018-04-30,0.8796
2018-05-02,0.8804
2018-05-03,0.8818
2018-05-04,0.88235
2018-05-07,0.8801
2018-05-08,0.8793
2018-05-09,0.87445
2018-05-10,0.8781
2018-05-11,0.88
2018-05-14,0.8824
2018-05-15,0.879
2018-05-16,0.87418
2018-05-17,0.8735
2018-05-18,0.87325
2018-05-21,0.8764
2018-05-22,0.87688
2018-05-23,0.87953
2018-05-24,0.87475
2018-05-25,0.8754
2018-05-28,0.87465
2018-05-29,0.87143
2018-05-30,0.875
2018-05-31,0.8768
2018-06-01,0.8768
2018-06-04,0.87673
2018-06-05,0.8739
2018-06-06,0.87683
2018-06-07,0.88123
2018-06-08,0.87733
2018-06-11,0.8818
2018-06-12,0.88175
2018-06-13,0.8821
2018-06-14,0.87683
2018-06-15,0.8732
2018-06-18,0.87655
2018-06-19,0.87693
2018-06-20,0.87878
2018-06-21,0.8737
2018-06-22,0.87663
2018-06-25,0.8804
2018-06-26,0.8816
2018-06-27,0.88173
2018-06-28,0.8852
2018-06-29,0.88605
2018-07-02,0.8865
2018-07-03,0.8835
2018-07-04,0.88108
2018-07-05,0.8831
2018-07-06,0.88595
2018-07-09,0.88345
2018-07-10,0.88338
2018-07-11,0.88482
2018-07-12,0.88263
2018-07-13,0.88488
2018-07-16,0.8827
2018-07-17,0.88725
2018-07-18,0.89118
2018-07-19,0.89298
2018-07-20,0.89445
2018-07-23,0.8917
2018-07-24,0.89178
2018-07-25,0.88855
2018-07-26,0.8886
2018-07-27,0.88823
2018-07-30,0.8907
2018-07-31,0.8922
2018-08-01,0.8904
2018-08-02,0.89145
2018-08-03,0.8905
2018-08-06,0.8928
2018-08-07,0.89483
2018-08-08,0.90085
2018-08-09,0.8994
2018-08-10,0.89675
2018-08-13,0.8933
2018-08-14,0.893
2018-08-15,0.8913
2018-08-16,0.89498
2018-08-17,0.89575
2018-08-20,0.89478
2018-08-21,0.8974
2018-08-22,0.89928
2018-08-23,0.89878
2018-08-24,0.902
2018-08-27,0.90365
2018-08-28,0.9068
2018-08-29,0.905
2018-08-30,0.89758
2018-08-31,0.8974
2018-09-03,0.90158
2018-09-04,0.90058
2018-09-05,0.90328
2018-09-06,0.89824
2018-09-07,0.89275
2018-09-10,0.8934
2018-09-11,0.89068
2018-09-12,0.89028
2018-09-13,0.89
2018-09-14,0.89228
2018-09-17,0.88875
2018-09-18,0.88963
2018-09-19,0.88813
2018-09-20,0.8859
2018-09-21,0.894
2018-09-24,0.89458
2018-09-25,0.89425
2018-09-26,0.8908
2018-09-27,0.88973
2018-09-28,0.8873
2018-10-01,0.89078
2018-10-02,0.89043
2018-10-03,0.88895
2018-10-04,0.8858
2018-10-05,0.88165
2018-10-08,0.8801
2018-10-09,0.8768
2018-10-10,0.87448
2018-10-11,0.8749
2018-10-12,0.8764
2018-10-15,0.88045
2018-10-16,0.87593
2018-10-17,0.87945
2018-10-18,0.87843
2018-10-19,0.8802
2018-10-22,0.88425
2018-10-23,0.88103
2018-10-24,0.88233
2018-10-25,0.88533
2018-10-26,0.8868
2018-10-29,0.88788
2018-10-30,0.89148
2018-10-31,0.88873
2018-11-01,0.88173
2018-11-02,0.8787
2018-11-05,0.87535
2018-11-06,0.87313
2018-11-07,0.87403
2018-11-08,0.87163
2018-11-09,0.87053
2018-11-12,0.87563
2018-11-13,0.86945
2018-11-14,0.87048
2018-11-15,0.8837
2018-11-16,0.8835
2018-11-19,0.89083
2018-11-20,0.88908
2018-11-21,0.89108
2018-11-22,0.88598
2018-11-23,0.8848
2018-11-26,0.8844
2018-11-27,0.88748
2018-11-28,0.88245
2018-11-29,0.89135
2018-11-30,0.89068
2018-12-03,0.8915
2018-12-04,0.89058
2018-12-05,0.88885
2018-12-06,0.8893
2018-12-07,0.89085
2018-12-10,0.90245
2018-12-11,0.90228
2018-12-12,0.90135
2018-12-13,0.89848
2018-12-14,0.89835
2018-12-17,0.8989
2018-12-18,0.89715
2018-12-19,0.90318
2018-12-20,0.90335
2018-12-21,0.90215
2018-12-24,0.90038
2018-12-27,0.90073
2018-12-28,0.90273
2018-12-31,0.89453
2019-01-02,0.90165
2019-01-03,0.90312
2019-01-04,0.89988
2019-01-07,0.8972
2019-01-08,0.89743
2019-01-09,0.89913
2019-01-10,0.90423
2019-01-11,0.90015
2019-01-14,0.89263
2019-01-15,0.89025
2019-01-16,0.8859
2019-01-17,0.8826
2019-01-18,0.88125
2019-01-21,0.88303
2019-01-22,0.88
2019-01-23,0.87213
2019-01-24,0.87085
2019-01-25,0.8658
2019-01-28,0.86888
2019-01-29,0.86735
2019-01-30,0.87341
2019-01-31,0.87578
2019-02-01,0.87888
2019-02-04,0.87678
2019-02-05,0.87803
2019-02-06,0.8787
2019-02-07,0.8775
2019-02-08,0.8749
2019-02-11,0.87615
2019-02-12,0.87705
2019-02-13,0.87553
2019-02-14,0.87945
2019-02-15,0.87938
2019-02-18,0.8762
2019-02-19,0.87185
2019-02-20,0.86945
2019-02-21,0.86805
